NO,Name,DateCreatedYear,DateEstablishedYear,ArticleFrequency,Note( I select some mesh term to find why their frequency is 0 ),
D000070037,Faecalibacterium prausnitzii,2016,2017,0,New Introduced,
D000070057,Paenibacillus polymyxa,2016,2017,0,New Introduced,
D000070058,Streptococcus iniae,2016,2017,0,New Introduced,
D000070059,Paenibacillus larvae,2016,2017,0,New Introduced,
D000070060,Bdellovibrio bacteriovorus,2016,2017,0,New Introduced,
D000070076,Enterococcus hirae,2016,2017,0,New Introduced,
D000070077,Bacteroides thetaiotaomicron,2016,2017,0,New Introduced,
D000070079,Aeromonas veronii,2016,2017,0,New Introduced,
D000070096,Pseudomonas chlororaphis,2016,2017,0,New Introduced,
D000070097,Butyrivibrio fibrisolvens,2016,2017,0,New Introduced,
D000070098,Bacillus firmus,2016,2017,0,New Introduced,
D000070099,Streptococcus gallolyticus,2016,2017,0,New Introduced,
D000070100,Informal Sector,2016,2017,0,New Introduced,
D000070101,Megasphaera elsdenii,2016,2017,0,New Introduced,
D000070116,Loteae,2016,2017,842,,
D000070136,Lipid Droplet Associated Proteins,2016,2017,0,New Introduced,
D000070137,Perilipins,2016,2017,0,New Introduced,
D000070156,Nogo Receptors,2016,2017,6,,
D000070177,Pogostemon,2016,2017,0,New Introduced,
D000070197,Streptococcus gallolyticus subspecies gallolyticus,2016,2017,0,New Introduced,
D000070216,Psacalium,2016,2017,0,New Introduced,
D000070236,Bifidobacterium longum subspecies infantis,2016,2017,0,New Introduced,
D000070256,Lactobacillus sakei,2016,2017,0,New Introduced,
D000070257,Bifidobacterium pseudocatenulatum,2016,2017,0,New Introduced,
D000070260,Teacher Training,2016,2017,0,New Introduced,
D000070263,Sleep Hygiene,2016,2017,0,New Introduced,
D000070276,Heart Rate Determination,2016,2017,0,New Introduced,
D000070297,Orthodontic Friction,2016,2017,0,New Introduced,
D000070316,Pediatric Emergency Medicine,2016,2017,0,New Introduced,
D000070318,Strategic Planning,2016,2017,0,New Introduced,
D000070319,Student Run Clinic,2016,2017,0,New Introduced,
D000070337,Expropriation,2016,2017,0,New Introduced,
D000070356,Pilots,2016,2017,0,New Introduced,
D000070357,Asparagaceae,2016,2017,55,,
D000070376,Value-Based Insurance,2016,2017,0,New Introduced,
D000070377,Anti-Vaccination Movement,2016,2017,0,New Introduced,
D000070378,Amaryllidaceae,2016,2017,0,New Introduced,
D000070379,Attentional Bias,2016,2017,0,New Introduced,
D000070380,Xanthorrhoeaceae,2016,2017,0,New Introduced,
D000070381,Asparagales,2016,2017,0,New Introduced,
D000070396,Liliales,2016,2017,0,New Introduced,
D000070416,Antagomirs,2016,2017,0,New Introduced,
D000070436,Tannerella forsythia,2016,2017,0,New Introduced,
D000070437,Colchicaceae,2016,2017,0,New Introduced,
D000070456,Call Centers,2016,2017,0,New Introduced,
D000070476,Hypoxidaceae,2016,2017,0,New Introduced,
D000070496,Kinanthropometry,2016,2017,0,New Introduced,
D000070497,Healthy Lifestyle,2016,2017,0,New Introduced,
D000070516,Intersectoral Collaboration,2016,2017,0,New Introduced,
D000070536,Independent Medical Evaluation,2016,2017,0,New Introduced,
D000070538,C2 Domains,2016,2017,0,New Introduced,
D000070539,Pleckstrin Homology Domains,2016,2017,0,New Introduced,
D000070556,Melanthiaceae,2016,2017,0,New Introduced,
D000070557,Immunoglobulin Domains,2016,2017,0,New Introduced,
D000070558,Talipes,2016,2017,0,New Introduced,
D000070559,"Gizzard, Non-avian",2016,2017,78,,
D000070576,NLR Proteins,2016,2017,0,New Introduced,
D000070579,Parkinson Disease Associated Proteins,2016,2017,0,New Introduced,
D000070580,CYS2-HIS2 Zinc Fingers,2016,2017,0,New Introduced,
D000070584,Tripartite Motif Proteins,2016,2017,626,,
D000070585,Cadherin Related Proteins,2016,2017,0,New Introduced,
D000070586,Fiscal Policy,2016,2017,0,New Introduced,
D000070587,Mental Navigation Tests,2016,2017,0,New Introduced,
D000070589,Talipes Cavus,2016,2017,0,New Introduced,
D000070590,Solute Carrier Proteins,2016,2017,0,New Introduced,
D000070591,Metatarsal Valgus,2016,2017,0,New Introduced,
D000070592,Metatarsus Varus,2016,2017,0,New Introduced,
D000070593,Methyl CpG Binding Domain,2016,2017,0,New Introduced,
D000070597,Coracoid Process,2016,2017,0,New Introduced,
D000070598,Anterior Cruciate Ligament Injuries,2016,2017,7203,,
D000070599,Shoulder Injuries,2016,2017,1515,,
D000070600,Tibial Meniscus Injuries,2016,2017,3525,,
D000070601,"Diet, Carbohydrate Loading",2016,2017,0,New Introduced,
D000070602,Rib Cage,2016,2017,0,New Introduced,
D000070603,Coxa Magna,2016,2017,0,New Introduced,
D000070604,Tarsal Coalition,2016,2017,0,New Introduced,
D000070606,Aponeurosis,2016,2017,0,New Introduced,
D000070607,Morton Neuroma,2016,2017,0,New Introduced,
D000070614,Nucleus Pulposus,2016,2017,0,New Introduced,
D000070616,Annulus Fibrosus,2016,2017,0,New Introduced,
D000070617,"Microtrauma, Physical",2016,2017,0,New Introduced,
D000070621,Cystography,2016,2017,0,New Introduced,
D000070624,Brain Contusion,2016,2017,0,New Introduced,
D000070625,"Brain Injuries, Diffuse",2016,2017,0,New Introduced,
D000070627,Chronic Traumatic Encephalopathy,2016,2017,0,New Introduced,
D000070628,Closed Fracture Reduction,2016,2017,0,New Introduced,
D000070630,"Diastasis, Muscle",2016,2017,0,New Introduced,
D000070631,"Diastasis, Bone",2016,2017,0,New Introduced,
D000070632,Hamstring Tendons,2016,2017,0,New Introduced,
D000070633,Hamstring Muscles,2016,2017,0,New Introduced,
D000070634,Non-Neuronal Cholinergic System,2016,2017,0,New Introduced,
D000070635,Punctal Plugs,2016,2017,0,New Introduced,
D000070636,Rotator Cuff Injuries,2016,2017,3963,,
D000070637,"Collateral Ligament, Ulnar",2016,2017,0,New Introduced,
D000070638,Ulnar Collateral Ligament Reconstruction,2016,2017,0,New Introduced,
D000070639,Elbow Tendinopathy,2016,2017,0,New Introduced,
D000070642,"Brain Injuries, Traumatic",2016,2017,0,New Introduced,
D000070656,Rotator Cuff Tear Arthropathy,2016,2017,0,New Introduced,
D000070657,Crystal Arthropathies,2016,2017,0,New Introduced,
D000070658,Vigna,2016,2017,0,New Introduced,
D000070659,Patient Comfort,2016,2017,0,New Introduced,
D000070660,Wolfiporia,2016,2017,11,,
D000070676,Enthesopathy,2016,2017,0,New Introduced,
D000070677,Gentianales,2016,2017,0,New Introduced,
D000070696,Buttermilk,2016,2017,0,New Introduced,
D000070716,Kefir,2016,2017,0,New Introduced,
D000070736,Koumiss,2016,2017,0,New Introduced,
D000070777,School Teachers,2016,2017,0,New Introduced,
D000070778,Perilipin-1,2016,2017,420,,
D000070779,Giant Cell Tumor of Tendon Sheath,2016,2017,0,New Introduced,
D000070780,Perilipin-2,2016,2017,380,,
D000070796,Perilipin-3,2016,2017,119,,
D000070797,Perilipin-5,2016,2017,39,,
D000070798,Nogo Proteins,2016,2017,644,,
D000070799,Open Fracture Reduction,2016,2017,0,New Introduced,
D000070816,Nogo Receptor 1,2016,2017,264,,
D000070817,Nogo Receptor 2,2016,2017,10,,
D000070818,Discoidin Domain Receptors,2016,2017,269,,
D000070819,Discoidin Domain Receptor 1,2016,2017,136,,
D000070820,Discoidin Domain Receptor 2,2016,2017,0,New Introduced,
D000070821,Discoidins,2016,2017,125,,
D000070822,Discoidin Domain,2016,2017,0,New Introduced,
D000070837,Lysine Acetyltransferases,2016,2017,0,New Introduced,
D000070838,Pharmacy Research,2016,2017,0,New Introduced,
D000070840,Nuclear Pharmacy,2016,2017,0,New Introduced,
D000070856,High Fidelity Simulation Training,2016,2017,0,New Introduced,
D000070857,Walk Test,2016,2017,0,New Introduced,
D000070876,Tensins,2016,2017,222,,
D000070896,Bankart Lesions,2016,2017,0,New Introduced,
D000070916,Tenocytes,2016,2017,0,New Introduced,
D000070918,Synoviocytes,2016,2017,0,New Introduced,
D000070956,MutL Proteins,2016,2017,437,,
D000070957,MutL Protein Homolog 1,2016,2017,2753,,
D000070976,Mismatch Repair Endonuclease PMS2,2016,2017,478,,
D000070996,"ATP Binding Cassette Transporter, Sub-Family G",2016,2017,60,,
D000070997,"ATP Binding Cassette Transporter, Sub-Family G, Member 2",2016,2017,2303,,
D000070998,"ATP Binding Cassette Transporter, Sub-Family G, Member 1",2016,2017,475,,
D000071017,Hyperekplexia,2016,2017,0,New Introduced,
D000071018,"ATP Binding Cassette Transporter, Sub-Family G, Member 5",2016,2017,273,,
D000071019,"ATP Binding Cassette Transporter, Sub-Family G, Member 8",2016,2017,261,,
D000071020,Hemochromatosis Protein,2016,2017,1893,,
D000071036,Sentinel Lymph Node,2016,2017,0,New Introduced,
D000071037,Place Cells,2016,2017,0,New Introduced,
D000071038,Grid Cells,2016,2017,0,New Introduced,
D000071039,Perirhinal Cortex,2016,2017,0,New Introduced,
D000071040,Axon Initial Segment,2016,2017,0,New Introduced,
D000071041,Esophageal Mucosa,2016,2017,0,New Introduced,
D000071056,Anorectal Malformations,2016,2017,392,,
D000071057,Tardive Dyskinesia,2016,2017,0,New Introduced,
D000071058,Huntingtin Protein,2016,2017,1990,,
D000071059,Phage Therapy,2016,2017,0,New Introduced,
D000071060,Breast Density,2016,2017,254,,
D000071061,Traditional Pulse Diagnosis,2016,2017,0,New Introduced,
D000071062,Sutureless Surgical Procedures,2016,2017,0,New Introduced,
D000071063,Endoglin,2016,2017,1549,,
D000071064,"Alert Fatigue, Health Personnel",2016,2017,0,New Introduced,
D000071065,Standing Orders,2016,2017,0,New Introduced,
D000071066,Patient Reported Outcome Measures,2016,2017,0,New Introduced,
D000071067,"Pneumonia, Necrotizing",2016,2017,0,New Introduced,
D000071068,Lipocalin-2,2016,2017,1755,,
D000071069,Multiple Chronic Conditions,2016,2017,0,New Introduced,
D000071070,Familial Multiple Lipomatosis,2016,2017,0,New Introduced,
D000071071,Microaneurysm,2016,2017,0,New Introduced,
D000071072,Acute Febrile Encephalopathy,2016,2017,0,New Introduced,
D000071074,Neonatal Sepsis,2016,2017,0,New Introduced,
D000071075,Small Fiber Neuropathy,2016,2017,0,New Introduced,
D000071076,Network Meta-Analysis,2016,2017,0,New Introduced,
D000071077,Surgical Oncology,2016,2017,0,New Introduced,
D000071078,"Stenosis, Pulmonary Vein",2016,2017,0,New Introduced,
D000071079,"Stenosis, Pulmonary Artery",2016,2017,0,New Introduced,
D000071080,Cortical Excitability,2016,2017,0,New Introduced,
D000071081,Minimal Clinically Important Difference,2016,2017,0,New Introduced,
D000071085,Single-Balloon Enteroscopy,2016,2017,0,New Introduced,
D000071087,Balloon Enteroscopy,2016,2017,0,New Introduced,
D000071096,ADAMTS Proteins,2016,2017,194,,
D000071097,ADAMTS1 Protein,2016,2017,217,,
D000071116,ADAMTS5 Protein,2016,2017,270,,
D000071117,Laboratory Critical Values,2016,2017,0,New Introduced,
D000071118,ADAMTS7 Protein,2016,2017,39,,
D000071119,ADAMTS9 Protein,2016,2017,55,,
D000071120,ADAMTS13 Protein,2016,2017,1385,,
D000071121,ADAMTS4 Protein,2016,2017,337,,
D000071137,Poly (ADP-Ribose) Polymerase-1,2016,2017,1968,,
D000071156,Promyelocytic Leukemia Protein,2016,2017,1082,,
D000071158,Leucine-Rich Repeat Serine-Threonine Protein Kinase-2,2016,2017,1109,,
D000071161,Forkhead Box Protein O1,2016,2017,1649,,
D000071162,Trefoil Factors,2016,2017,0,New Introduced,
D000071163,Trefoil Factor-1,2016,2017,710,,
D000071164,Trefoil Factor-2,2016,2017,608,,
D000071165,Trefoil Factor-3,2016,2017,544,,
D000071176,Signaling Lymphocytic Activation Molecule Family,2016,2017,366,,
D000071177,Signaling Lymphocytic Activation Molecule Family Member 1,2016,2017,453,,
D000071178,CD48 Antigen,2016,2017,255,,
D000071179,Signaling Lymphocytic Activation Molecule Associated Protein,2016,2017,305,,
D000071181,Antigen Peptide Transporter-1,2016,2017,936,,
D000071182,Autophagosomes,2016,2017,0,New Introduced,
D000071183,Autophagy-Related Proteins,2016,2017,748,,
D000071184,Pharmacogenomic Variants,2016,2017,0,New Introduced,
D000071185,Pharmacogenomic Testing,2016,2017,0,New Introduced,
D000071186,Beclin-1,2016,2017,1481,,
D000071187,Autophagy-Related Protein 5,2016,2017,706,,
D000071189,Autophagy-Related Protein-1 Homolog,2016,2017,232,,
D000071190,Autophagy-Related Protein 8 Family,2016,2017,222,,
D000071192,Autophagy-Related Protein 12,2016,2017,137,,
D000071193,Autophagy-Related Protein 7,2016,2017,472,,
D000071194,Camelidae,2016,2017,0,New Introduced,
D000071195,Educational Personnel,2016,2017,0,New Introduced,
D000071196,Pyrin Domain,2016,2017,0,New Introduced,
D000071197,B30.2-SPRY Domain,2016,2017,0,New Introduced,
D000071198,Pyrin,2016,2017,706,,
D000071199,"NLR Family, Pyrin Domain-Containing 3 Protein",2016,2017,1760,,
D000071216,"Faculty, Pharmacy",2016,2017,0,New Introduced,
D000071217,Infradian Rhythm,2016,2017,0,New Introduced,
D000071218,Ultradian Rhythm,2016,2017,0,New Introduced,
D000071219,Global Burden of Disease,2016,2017,0,New Introduced,
D000071220,Pharmaceutical Research,2016,2017,0,New Introduced,
D000071221,Enhancer of Zeste Homolog 2 Protein,2016,2017,1144,,
D000071222,Suppressor of Cytokine Signaling 1 Protein,2016,2017,1005,,
D000071223,Suppressor of Cytokine Signaling 3 Protein,2016,2017,1504,,
D000071225,"Influenza A Virus, H5N8 Subtype",2016,2017,0,New Introduced,
D000071228,Polyelectrolytes,2016,2017,0,New Introduced,
D000071229,Perilipin-4,2016,2017,18,,
D000071230,Transcriptional Regulator ERG,2016,2017,832,,
D000071231,Carbonic Anhydrase IX,2016,2017,832,,
D000071232,Small Leucine-Rich Proteoglycans,2016,2017,17,,
D000071234,Lumican,2016,2017,396,,
D000071235,Fibromodulin,2016,2017,220,,
D000071238,Fibronectin Type III Domain,2016,2017,0,New Introduced,
D000071241,Double-Stranded RNA Binding Motif,2016,2017,0,New Introduced,
D000071243,Zika Virus Infection,2016,2016,380,,
D000071244,Zika Virus,2016,2016,287,,
D000071245,Mitochondrial Uncoupling Proteins,2016,2017,108,,
D000071246,Uncoupling Protein 2,2016,2017,1409,,
D000071247,Uncoupling Protein 3,2016,2017,891,,
D000071248,Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha,2016,2017,2077,,
D000071250,Snail Family Transcription Factors,2016,2017,2075,,
D000071251,Extreme Environments,2016,2017,0,New Introduced,
D000071252,Mentoring,2016,2017,0,New Introduced,
D000071253,Metadata,2016,2017,0,New Introduced,
D000071256,Uncoupling Protein 1,2016,2017,2064,,
D000071257,Emergence Delirium,2016,2017,0,New Introduced,
D000071277,"Harassment, Non-Sexual",2016,2017,0,New Introduced,
D000071278,Domestication,2016,2017,0,New Introduced,
D000071296,Government Employees,2016,2017,0,New Introduced,
D000071297,Acute Retroviral Syndrome,2016,2017,0,New Introduced,
D000071298,Body Remains,2016,2017,0,New Introduced,
D000071316,Forkhead Box Protein O3,2016,2017,1337,,
D000071317,Nanog Homeobox Protein,2016,2017,1327,,
D000071336,Transcription Activator-Like Effectors,2016,2017,43,,
D000071376,RNA-Binding Motifs,2016,2017,0,New Introduced,
D000071377,RNA Recognition Motif,2016,2017,0,New Introduced,
D000071378,Bunion,2016,2017,0,New Introduced,
D000071380,"Fibromatosis, Plantar",2016,2017,0,New Introduced,
D000071396,"Aldehyde Dehydrogenase, Mitochondrial",2016,2017,857,,
D000071416,Twist Transcription Factors,2016,2017,0,New Introduced,
D000071417,Twist-Related Protein 2,2016,2017,0,New Introduced,
D000071419,ETS Motif,2016,2017,0,New Introduced,
D000071421,Life History Traits,2016,2017,0,New Introduced,
D000071422,Inbreeding Depression,2016,2017,0,New Introduced,
D000071425,"Src Homology 2 Domain-Containing, Transforming Protein 1",2016,2017,996,,
D000071426,"Src Homology 2 Domain-Containing, Transforming Protein 2",2016,2017,20,,
D000071427,"Src Homology 2 Domain-Containing, Transforming Protein 3",2016,2017,36,,
D000071436,Thermotolerance,2016,2017,0,New Introduced,
D000071437,Axon Guidance,2016,2017,0,New Introduced,
D000071438,Fatty Acid-Binding Protein 7,2016,2017,1389,,
D000071439,Pseudoautosomal Regions,2016,2017,0,New Introduced,
D000071441,Emotion-Focused Therapy,2016,2017,0,New Introduced,
D000071442,Taxis Response,2016,2017,0,New Introduced,
D000071443,"Antigens, CD99",2016,2017,618,,
D000071444,Phototaxis,2016,2017,0,New Introduced,
D000071446,Neuronal Outgrowth,2016,2017,0,New Introduced,
D000071447,N-Myc Proto-Oncogene Protein,2016,2017,652,,
D000071448,Axon Fasciculation,2016,2017,0,New Introduced,
D000071449,Proprotein Convertase 9,2016,2017,842,,
D000071450,Antigen Peptide Transporter-2,2016,2017,606,,
D000071451,Chitinase-3-Like Protein 1,2016,2017,678,,
D000071456,Sequestosome-1 Protein,2016,2017,826,,
D000071457,DEAD Box Protein 58,2016,2017,743,,
D000071458,Death Domain Superfamily,2016,2017,0,New Introduced,
D000071459,Death Domain,2016,2017,0,New Introduced,
D000071461,Death Effector Domain,2016,2017,0,New Introduced,
D000071476,Caspase Activation and Recruitment Domain,2016,2017,0,New Introduced,
D000071477,Gubernaculum,2016,2017,0,New Introduced,
D000071478,APOBEC Deaminases,2016,2017,20,,
D000071479,APOBEC-1 Deaminase,2016,2017,290,,
D000071480,APOBEC-3G Deaminase,2016,2017,570,,
D000071496,AlkB Enzymes,2016,2017,2,,
D000071497,"Immunogenicity, Vaccine",2016,2017,0,New Introduced,
D000071498,"AlkB Homolog 1, Histone H2a Dioxygenase",2016,2017,31,,
D000071499,"AlkB Homolog 2, Alpha-Ketoglutarate-Dependent Dioxygenase",2016,2017,35,,
D000071500,"AlkB Homolog 3, Alpha-Ketoglutarate-Dependent Dioxygenase",2016,2017,26,,
D000071501,"AlkB Homolog 4, Lysine Demethylase",2016,2017,10,,
D000071502,"AlkB Homolog 5, RNA Demethylase",2016,2017,16,,
D000071503,"AlkB Homolog 8, tRNA Methyltransferase",2016,2017,8,,
D000071516,Alpha-Ketoglutarate-Dependent Dioxygenase FTO,2016,2017,653,,
D000071518,Liver X Receptors,2016,2017,2119,,
D000071538,Cortical Bone,2016,2017,0,New Introduced,
D000071556,Cancellous Bone,2016,2017,0,New Introduced,
D000071557,beta-Arrestins,2016,2017,1635,,
D000071559,beta-Arrestin 1,2016,2017,257,,
D000071560,beta-Arrestin 2,2016,2017,405,,
D000071562,"Fractures, Avulsion",2016,2017,0,New Introduced,
D000071576,Crush Injuries,2016,2017,0,New Introduced,
D000071596,Abdominal Oblique Muscles,2016,2017,0,New Introduced,
D000071616,CDX2 Transcription Factor,2016,2017,1000,,
D000071617,Protein Deglycase DJ-1,2016,2017,713,,
D000071636,Protein Phosphatase 2C,2016,2017,671,,
D000071656,"Receptor, Notch3",2016,2017,705,,
D000071657,Werner Syndrome Helicase,2016,2017,557,,
D000071676,Zinc Finger Protein GLI1,2016,2017,1224,,
D000071677,Histidine Kinase,2016,2017,1513,,
D000071678,WD40 Repeats,2016,2017,0,New Introduced,
D000071679,Glycogen Synthase Kinase 3 beta,2016,2017,4706,,
D000071681,Tartrate-Resistant Acid Phosphatase,2016,2017,2080,,
D000071682,Sterile Alpha Motif,2016,2017,0,New Introduced,
D000071696,Proteogenomics,2016,2017,0,New Introduced,
D000071697,Cellulite,2016,2017,0,New Introduced,
D000071698,Latent Autoimmune Diabetes in Adults,2016,2017,0,New Introduced,
D000071699,Bilateral Vestibulopathy,2016,2017,0,New Introduced,
D000071700,Cone-Rod Dystrophies,2016,2017,0,New Introduced,
D000071701,Regulatory Factor X Transcription Factors,2016,2017,1304,,
D000071716,Regulatory Factor X1,2016,2017,67,,
D000071717,X-Box Binding Protein 1,2016,2017,755,,
D000071736,Stromal Interaction Molecules,2016,2017,0,New Introduced,
D000071737,Stromal Interaction Molecule 1,2016,2017,786,,
D000071738,Stromal Interaction Molecule 2,2016,2017,122,,
D000071739,Calcium Release Activated Calcium Channels,2016,2017,0,New Introduced,
D000071740,ORAI1 Protein,2016,2017,644,,
D000071741,ORAI2 Protein,2016,2017,39,,
D000071756,Soluble Guanylyl Cyclase,2016,2017,862,,
D000071757,BTB-POZ Domain,2016,2017,0,New Introduced,
D000071776,Kelch Repeat,2016,2017,0,New Introduced,
D000071796,SMARCB1 Protein,2016,2017,523,,
D000071797,Butyrophilins,2016,2017,197,,
D000071799,Zinc Finger E-box-Binding Homeobox 1,2016,2017,595,,
D000071816,Glycodelin,2016,2017,440,,
D000071817,Endamoeba histolytica,2016,2017,0,New Introduced,
D000071818,Wnt-5a Protein,2016,2017,861,,
D000071819,Virophages,2016,2017,0,New Introduced,
